"transaction_id","account_id","date","amount","currency","type","status","description","merchant","category"
"d479f629-0e0f-495d-8db5-80e5671b4ecb","ACC-STUDENT-001","2025-01-19T22:45:20Z",425.38,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"0dc1c597-2a6e-4399-b75f-9fa4e17870f1","ACC-STUDENT-001","2025-01-20T19:35:34Z",100.00,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"76b9828e-3428-4c8d-8d71-a5ca30cefac5","ACC-STUDENT-001","2025-01-20T14:23:14Z",410.45,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"c82bc2f4-be75-4c0c-ba44-6643f848d642","ACC-STUDENT-001","2025-01-21T10:50:43Z",119.55,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"8ed608ae-687a-40a3-a310-668e857fa228","ACC-STUDENT-001","2025-01-21T17:29:33Z",266.43,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"1863b5a0-27b5-4f11-b23f-e9e11389c456","ACC-STUDENT-001","2025-01-22T20:41:21Z",1492.48,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"88df0ed1-3833-4057-b836-8891116e7d98","ACC-STUDENT-001","2025-01-22T08:46:56Z",443.41,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"55f1402d-f04a-4103-a4fb-4ae1b10443a2","ACC-STUDENT-001","2025-01-23T21:40:32Z",1330.17,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"74327680-6f1d-4ac7-92bf-62a31bd1a3af","ACC-STUDENT-001","2025-01-23T16:49:59Z",282.68,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"29ad6a9d-3eff-4c66-bc35-08ff0a4cbcdd","ACC-STUDENT-001","2025-01-24T08:07:59Z",4620.78,"NPR","CREDIT","COMPLETED","Part-time Payment","Freelance","Income"
"d1e82ad0-4114-481d-b218-67fbb41e0bcc","ACC-STUDENT-001","2025-01-24T11:56:36Z",89.15,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"cc434dbb-24a0-4f4a-888f-35961ec54d8b","ACC-STUDENT-001","2025-01-27T18:41:23Z",250.00,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"1e0aa45a-dd22-4c3d-8b45-8365f680c5e9","ACC-STUDENT-001","2025-01-27T11:14:04Z",386.33,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"f18cb316-7c47-44ff-8bec-6db99f58b0fc","ACC-STUDENT-001","2025-01-28T11:04:57Z",1434.55,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"a8934032-52aa-4f83-adf5-db974c83a15e","ACC-STUDENT-001","2025-01-28T11:17:42Z",381.30,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"521cfb24-7f07-422f-ae59-392ee19705fd","ACC-STUDENT-001","2025-01-29T20:26:12Z",124.37,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"4cd0ea47-397d-478f-9c3f-0a71825aecde","ACC-STUDENT-001","2025-01-29T14:26:29Z",543.80,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"778a9b6e-77df-4a92-a4fa-54ecf1016381","ACC-STUDENT-001","2025-01-30T20:55:06Z",1330.17,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"73a90ea6-7c93-4520-b5fa-c93a3b98c777","ACC-STUDENT-001","2025-01-30T10:27:11Z",297.60,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"40291929-e73a-4f1b-a806-39dba93a3ecb","ACC-STUDENT-001","2025-01-31T08:41:34Z",1069.83,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"6444885b-faec-4c44-a20c-d1dd434c2ba8","ACC-STUDENT-001","2025-02-01T21:15:10Z",31705.47,"NPR","CREDIT","COMPLETED","Monthly Allowance","Family Transfer","Income"
"49b14219-33a0-47f2-917b-42c47eb18432","ACC-STUDENT-001","2025-02-02T22:50:50Z",4952.11,"NPR","CREDIT","COMPLETED","Part-time Payment","Freelance","Income"
"40cc6de5-13c3-47dd-95de-c82ad3136226","ACC-STUDENT-001","2025-02-03T19:34:03Z",100.00,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"d3493aad-6c46-40c6-a610-feb1772ad033","ACC-STUDENT-001","2025-02-04T21:11:04Z",1434.55,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"1983ff12-8106-44de-abfa-d4be163913c7","ACC-STUDENT-001","2025-02-04T14:07:56Z",529.68,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"e054da0a-5222-4b05-a5ed-6a7084c4b730","ACC-STUDENT-001","2025-02-06T13:15:16Z",1330.17,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"f6d9064c-4f1c-4972-8e71-fa7a77d31952","ACC-STUDENT-001","2025-02-06T15:20:59Z",489.73,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"394abc2c-c72d-4284-b097-45fcba8cf160","ACC-STUDENT-001","2025-02-07T10:59:22Z",246.72,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"f1b6199a-b881-44ef-a395-ebf3f7283501","ACC-STUDENT-001","2025-02-09T22:42:06Z",397.57,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"e2f739f3-2101-443f-bb7c-a8ff51670b67","ACC-STUDENT-001","2025-02-11T18:54:16Z",119.55,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"f56a3441-7521-4043-a970-8c0cc69c850c","ACC-STUDENT-001","2025-02-11T09:40:27Z",347.17,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"b744d634-32c0-4013-b28d-de954b9c2925","ACC-STUDENT-001","2025-02-13T09:04:56Z",1330.17,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"a0faa035-bb14-4fa3-9132-542d2fc68451","ACC-STUDENT-001","2025-02-13T21:23:37Z",281.17,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"768e7298-010f-4c19-a7d7-abc887439089","ACC-STUDENT-001","2025-02-15T17:47:09Z",303.69,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"6ae3755f-70b6-4964-8d33-45931c6d21ad","ACC-STUDENT-001","2025-02-16T19:59:21Z",280.32,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"31a625a5-7d17-4fda-aa2d-44a96dec565a","ACC-STUDENT-001","2025-02-17T09:24:55Z",100.00,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"dc333626-05c1-49ca-8d91-0df6a553fcff","ACC-STUDENT-001","2025-02-17T21:58:29Z",369.45,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"0a200c11-4fce-47d7-9473-ac0c0760b068","ACC-STUDENT-001","2025-02-18T12:55:04Z",298.86,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"71fb668e-6f63-4117-a4d8-3a7586e0946f","ACC-STUDENT-001","2025-02-19T22:16:11Z",124.37,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"7e878b90-e1c4-46a0-b0fb-9c6b5194c939","ACC-STUDENT-001","2025-02-19T09:38:27Z",689.12,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"181b5544-a956-40d0-8a9f-5bf3b264ef7a","ACC-STUDENT-001","2025-02-20T12:02:45Z",1330.17,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"09d4d0ff-42d5-4f99-a00d-53b323d09f95","ACC-STUDENT-001","2025-02-20T18:46:47Z",429.17,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"1f33cb7a-c167-4f3f-ad22-1ed87969f9c7","ACC-STUDENT-001","2025-02-21T19:57:19Z",391.22,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"c061232f-3c50-45da-a626-49ff22c6c4ac","ACC-STUDENT-001","2025-02-22T14:43:47Z",203.48,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"bd63f9ce-e45b-401e-b817-8ff716a808cb","ACC-STUDENT-001","2025-02-23T20:37:38Z",244.01,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"bf6afb5a-118b-4156-ab40-08c6f9366cbc","ACC-STUDENT-001","2025-02-24T18:05:18Z",1200.00,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"5f8cdacf-0e3c-4b8f-8440-28b470cfbd84","ACC-STUDENT-001","2025-02-24T09:52:48Z",427.86,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"f21f2295-e6c1-4366-adb1-0b7737515b50","ACC-STUDENT-001","2025-02-26T22:40:36Z",310.93,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"eefbeea3-8751-4950-b498-8c9282f5d2b0","ACC-STUDENT-001","2025-02-26T14:15:09Z",560.53,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"60833500-37c3-4d74-a948-a80b292d6694","ACC-STUDENT-001","2025-02-27T20:56:06Z",6754.82,"NPR","CREDIT","COMPLETED","Part-time Payment","Freelance","Income"
"c6373484-8e24-4228-8bd9-85f1cdf0007b","ACC-STUDENT-001","2025-02-27T15:03:35Z",1330.17,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"c3f25a57-bc1c-4298-8876-880f6a9a1394","ACC-STUDENT-001","2025-02-27T10:51:29Z",560.22,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"ebd0d515-b154-41c3-b6aa-fa74e95d7806","ACC-STUDENT-001","2025-02-28T22:32:27Z",1069.83,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"596a6e27-8f8b-4026-8003-ab40c773d1c8","ACC-STUDENT-001","2025-03-01T19:55:30Z",31588.83,"NPR","CREDIT","COMPLETED","Monthly Allowance","Family Transfer","Income"
"314edde8-d3c6-4d1d-afe2-a697265870c4","ACC-STUDENT-001","2025-03-01T18:15:17Z",362.98,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"1c0b487e-abc2-474e-9754-aa938b62cf28","ACC-STUDENT-001","2025-03-03T13:34:29Z",250.00,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"943041e6-818d-4128-bd91-0a74326fc6b9","ACC-STUDENT-001","2025-03-03T14:57:49Z",274.46,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"14786997-8bde-4f05-b80b-c581928e2296","ACC-STUDENT-001","2025-03-04T12:48:24Z",119.55,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"60c3a0f8-2f9b-4c39-8010-18b884ed40f1","ACC-STUDENT-001","2025-03-05T11:17:27Z",124.37,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"16a7142d-e510-4473-a145-c92ffb7c7675","ACC-STUDENT-001","2025-03-05T18:51:25Z",422.85,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"5c7c7581-6578-4de5-9c8f-bedd0eb43ca4","ACC-STUDENT-001","2025-03-06T17:42:01Z",277.12,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"a8d2ad0f-f426-48ab-b869-783cce7ed667","ACC-STUDENT-001","2025-03-06T10:03:16Z",392.73,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"a7573951-3cc1-4baa-8ea1-06a409bb24bb","ACC-STUDENT-001","2025-03-07T21:05:30Z",222.88,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"21109c9d-5c34-4432-a6e9-c54ede61f2c8","ACC-STUDENT-001","2025-03-07T11:41:04Z",351.43,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"87989cec-5121-429b-af45-ca87f9541595","ACC-STUDENT-001","2025-03-08T11:08:30Z",156.80,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"3d7fe3b4-520e-4f3b-a936-b40585afdcbb","ACC-STUDENT-001","2025-03-12T18:58:24Z",4559.79,"NPR","CREDIT","COMPLETED","Part-time Payment","Freelance","Income"
"7c5294dd-e1f3-4850-adf7-f64f5fcf4383","ACC-STUDENT-001","2025-03-12T11:06:44Z",1492.48,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"cce245ec-a2d4-4f0c-94a1-d10a0034d853","ACC-STUDENT-001","2025-03-13T14:42:23Z",277.12,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"9a5402d2-5e4b-4fd9-b7db-4c9068f365af","ACC-STUDENT-001","2025-03-13T21:26:52Z",480.10,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"311ace77-e445-4473-8bd0-7442e7893240","ACC-STUDENT-001","2025-03-14T10:46:33Z",89.15,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"8a2eec1e-679c-4447-bd31-03ee3d499d64","ACC-STUDENT-001","2025-03-15T13:54:15Z",350.28,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"93a51d12-2094-425a-9427-23e360a54591","ACC-STUDENT-001","2025-03-16T13:01:31Z",337.68,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"4f8b402d-9ddf-49e3-b39e-536321447681","ACC-STUDENT-001","2025-03-17T22:17:35Z",1200.00,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"585c7d7b-04d9-4047-a29c-12e8f4a34a79","ACC-STUDENT-001","2025-03-17T11:46:26Z",541.30,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"a3445a62-bfb1-4293-b404-ff7ccd228c7e","ACC-STUDENT-001","2025-03-18T12:14:25Z",119.55,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"c0a1c62d-ac8d-4913-bf83-bad240be493f","ACC-STUDENT-001","2025-03-18T13:30:35Z",370.87,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"c3802800-1a4c-475b-9b68-edddb48cfb74","ACC-STUDENT-001","2025-03-19T12:14:07Z",310.93,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"b8b042c8-3d97-46a8-a90e-932f636d2895","ACC-STUDENT-001","2025-03-20T12:46:37Z",1330.17,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"5789c68a-5451-47ce-a77b-4647fe04c1ee","ACC-STUDENT-001","2025-03-21T08:45:34Z",89.15,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"50b34252-a82a-42f7-a7af-e899441d4aa0","ACC-STUDENT-001","2025-03-21T16:18:44Z",192.91,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"b98ddd24-575f-4ab6-b43d-ee327d599635","ACC-STUDENT-001","2025-03-23T15:28:21Z",4421.70,"NPR","CREDIT","COMPLETED","Part-time Payment","Freelance","Income"
"27778822-e91a-4231-81bb-6f4a103f286e","ACC-STUDENT-001","2025-03-24T18:43:03Z",100.00,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"082d0c32-55a5-4030-a177-abb16b13f18f","ACC-STUDENT-001","2025-03-24T09:15:07Z",492.01,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"32f28330-4f3d-4d97-bcf6-c27f8a352e99","ACC-STUDENT-001","2025-03-25T22:28:19Z",298.86,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"dc469fd7-a6d6-4871-a6cc-c3982d6f485a","ACC-STUDENT-001","2025-03-26T11:16:42Z",124.37,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"3075609c-2bbc-45b8-b9db-64f26590fdc8","ACC-STUDENT-001","2025-03-26T09:10:00Z",356.14,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"32bb9638-5efe-4718-8877-50d842babc36","ACC-STUDENT-001","2025-03-28T20:50:40Z",89.15,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"5914ef87-fd0f-439d-9654-8d57260a1bbf","ACC-STUDENT-001","2025-03-28T14:07:34Z",436.32,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"c644be11-9814-4fde-8fad-4d4209309231","ACC-STUDENT-001","2025-03-31T16:31:28Z",250.00,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"237c97b2-024e-4aa3-8744-c2ff34368df6","ACC-STUDENT-001","2025-03-31T19:20:38Z",214.35,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"20a07413-786c-44c8-866e-8c62967e06d3","ACC-STUDENT-001","2025-04-01T18:53:55Z",28365.31,"NPR","CREDIT","COMPLETED","Monthly Allowance","Family Transfer","Income"
"e65fef1d-2304-4385-8254-a6272ba69007","ACC-STUDENT-001","2025-04-01T08:48:48Z",298.86,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"79f7873a-8503-4812-a49b-d0973ea6c20f","ACC-STUDENT-001","2025-04-01T22:17:11Z",462.44,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"0a886747-f7dc-4076-95f4-332bc6905a9e","ACC-STUDENT-001","2025-04-02T13:42:06Z",310.93,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"a7cf827e-9a6e-42ea-9121-0ff2cb6d1066","ACC-STUDENT-001","2025-04-03T15:05:20Z",1330.17,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"83f50950-148c-4f99-ab51-2ecfddeaeedd","ACC-STUDENT-001","2025-04-03T21:32:52Z",267.95,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"2fca7837-0450-4d70-9c75-54fd778961b4","ACC-STUDENT-001","2025-04-04T20:31:40Z",222.88,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"e585dc39-166e-4b2a-bb3b-ce7ea05f743e","ACC-STUDENT-001","2025-04-04T16:08:59Z",194.87,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"f53d1198-0eec-4249-8da2-a4a1588604dc","ACC-STUDENT-001","2025-04-06T09:14:53Z",164.87,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"7a71ccab-1410-4700-84f1-c8048ac2bf91","ACC-STUDENT-001","2025-04-07T16:45:17Z",1200.00,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"ab404d5b-b89f-41d8-9c5e-0dc4bb01f193","ACC-STUDENT-001","2025-04-07T11:29:35Z",373.70,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"e4062c6b-6cea-46b8-a3b5-0c250ee5490f","ACC-STUDENT-001","2025-04-08T20:50:54Z",119.55,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"a0c50c36-735d-4ef8-b10c-3f5209e2d14c","ACC-STUDENT-001","2025-04-08T12:52:00Z",641.16,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"5bef878d-642c-49c0-b3b3-7d0f41fe0f0c","ACC-STUDENT-001","2025-04-09T16:30:22Z",124.37,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"f978b78f-f993-4f19-bb81-5f1d3960e12e","ACC-STUDENT-001","2025-04-09T15:59:20Z",590.32,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"de068d66-669f-4ce6-8a38-ee5822220ecc","ACC-STUDENT-001","2025-04-10T13:47:30Z",277.12,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"12f6d8af-2584-4ae8-b485-9859ad63c81f","ACC-STUDENT-001","2025-04-11T17:21:55Z",190.19,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"a839d844-2302-4dbe-94d6-972f50e77e5a","ACC-STUDENT-001","2025-04-12T10:04:30Z",190.50,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"0b454d84-2848-4e38-9dbc-2079f2c21127","ACC-STUDENT-001","2025-04-13T21:34:24Z",256.07,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"f74725d1-81ef-425f-954e-7455831f7ba8","ACC-STUDENT-001","2025-04-14T11:40:43Z",1200.00,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"57401085-0460-4e45-91d6-1d967a1613c4","ACC-STUDENT-001","2025-04-16T13:50:03Z",124.37,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"9bf1893d-ba82-4450-9d00-e60f9018bff9","ACC-STUDENT-001","2025-04-16T11:33:26Z",416.58,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"6acf4132-0716-4038-9a5c-6556e970b28a","ACC-STUDENT-001","2025-04-18T15:16:42Z",326.31,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"8819247b-f907-4158-904b-4a53191e7495","ACC-STUDENT-001","2025-04-18T18:34:10Z",6925.48,"NPR","DEBIT","COMPLETED","Shopping","Mall","Shopping"
"5c39168c-f934-4c50-a2ea-46c77cda6982","ACC-STUDENT-001","2025-04-19T12:29:54Z",413.17,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"cec80731-de8f-4afc-a7c8-d2df73aaffb6","ACC-STUDENT-001","2025-04-21T14:17:00Z",100.00,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"e992a2fe-aa32-458a-9a36-781291156069","ACC-STUDENT-001","2025-04-21T08:58:38Z",446.89,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"33f01dfc-368b-4013-9f0b-6b6b4526d15a","ACC-STUDENT-001","2025-04-22T18:12:39Z",298.86,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"f8b8f59b-94a2-40d1-a800-6da0a44cd752","ACC-STUDENT-001","2025-04-22T18:53:08Z",564.27,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"b55af096-3abb-48ce-af2f-79b0cd202cb3","ACC-STUDENT-001","2025-04-23T19:08:05Z",1492.48,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"eeebe3cc-27de-48f8-91d2-85d0fb826202","ACC-STUDENT-001","2025-04-24T16:58:17Z",277.12,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"e3fa881e-0ffc-4ebe-9eff-23290384caf8","ACC-STUDENT-001","2025-04-25T15:04:09Z",222.88,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"1095a08d-83ee-4320-8e39-405744ca8837","ACC-STUDENT-001","2025-04-27T18:16:37Z",267.66,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"bc3a2b60-39b7-4fe4-9611-4a02d59b5142","ACC-STUDENT-001","2025-04-28T13:58:39Z",1200.00,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"2bf0f0e1-4bd8-4723-b758-27dcbc09f136","ACC-STUDENT-001","2025-04-28T22:44:19Z",222.76,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"3cdec5a7-4c20-4ca6-823d-26c99068a379","ACC-STUDENT-001","2025-04-30T13:42:47Z",310.93,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"0eddaef6-ee7c-4d25-8e31-ab769fd20775","ACC-STUDENT-001","2025-04-30T19:46:09Z",490.61,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"65eefb1c-6edd-4855-b82e-44fe08e96d8c","ACC-STUDENT-001","2025-05-01T21:31:39Z",30619.69,"NPR","CREDIT","COMPLETED","Monthly Allowance","Family Transfer","Income"
"e6cca236-fe69-4d46-b9e9-98b1bcd79e6a","ACC-STUDENT-001","2025-05-02T13:34:57Z",89.15,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"1424ab7a-6f68-416a-9a5d-58013f9ff694","ACC-STUDENT-001","2025-05-04T08:50:21Z",333.86,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"8d856303-60e3-449c-9041-482c696cade1","ACC-STUDENT-001","2025-05-06T20:57:38Z",298.86,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"97e39e70-bfdb-46df-9e31-2265582e5fc0","ACC-STUDENT-001","2025-05-06T10:34:16Z",608.52,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"ac35911e-98fb-4d59-bdd2-a1ddce68ac24","ACC-STUDENT-001","2025-05-08T10:47:26Z",277.12,"NPR","DEBIT","COMPLETED","Daily Commute","Bus","Transport"
"bf174ec6-b528-438e-9761-754c08ce1b14","ACC-STUDENT-001","2025-05-08T15:49:23Z",519.25,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
"dc9c18f0-5e16-4dfb-acee-73fbc13c2ff3","ACC-STUDENT-001","2025-05-09T12:29:41Z",1069.83,"NPR","DEBIT","COMPLETED","Daily Commute","Local Taxi","Transport"
"1db3bc6c-e7ae-4c04-a5a3-8606d9cc7308","ACC-STUDENT-001","2025-05-10T22:05:20Z",398.93,"NPR","DEBIT","COMPLETED","Meals","Canteen","Food"
"72b832e4-ad94-4c65-a196-2ecf168e7e57","ACC-STUDENT-001","2025-05-11T16:18:29Z",255.09,"NPR","DEBIT","COMPLETED","Meals","Restaurant","Food"
"44b1cdc0-c5ef-48f5-8233-aefdfa36dfea","ACC-STUDENT-001","2025-05-13T22:14:26Z",298.86,"NPR","DEBIT","COMPLETED","Daily Commute","Pathao","Transport"
"a44844f3-ae09-45ab-9188-17a70f2e6e49","ACC-STUDENT-001","2025-05-13T19:06:20Z",434.26,"NPR","DEBIT","COMPLETED","Meals","Cafe","Food"
